step,epoch,loss,grad_norm,learning_rate,timestamp
26,0.0034689793195463643,1.8875,6.379445552825928,4.986648865153538e-05,2025-09-09T12:31:14.164241
27,0.0036024016010673785,2.0535,4.870638370513916,4.985981308411215e-05,2025-09-09T12:31:17.955290
28,0.0037358238825883922,1.7664,6.300790309906006,4.985313751668892e-05,2025-09-09T12:31:20.164176
29,0.0038692461641094064,2.2241,4.900426864624023,4.984646194926569e-05,2025-09-09T12:31:22.975250
30,0.004002668445630421,1.7914,4.602924346923828,4.983978638184246e-05,2025-09-09T12:31:25.918907
31,0.004136090727151434,1.9963,5.153507232666016,4.983311081441923e-05,2025-09-09T12:31:28.330350
32,0.004269513008672448,2.0857,5.361905097961426,4.9826435246996e-05,2025-09-09T12:31:30.910629
33,0.004402935290193462,2.1602,5.279999256134033,4.9819759679572766e-05,2025-09-09T12:31:33.829378
34,0.0045363575717144765,2.3784,6.178494930267334,4.9813084112149536e-05,2025-09-09T12:31:36.381997
35,0.004669779853235491,1.7807,4.090476036071777,4.98064085447263e-05,2025-09-09T12:31:41.189965
36,0.004803202134756504,2.1084,4.397233963012695,4.979973297730307e-05,2025-09-09T12:31:44.234928
37,0.004936624416277518,2.0243,5.372873306274414,4.979305740987984e-05,2025-09-09T12:31:47.533120
38,0.005070046697798532,1.8786,4.60179328918457,4.978638184245661e-05,2025-09-09T12:31:51.034582
39,0.005203468979319547,2.3147,6.169417858123779,4.977970627503338e-05,2025-09-09T12:31:53.421147
40,0.00533689126084056,1.6753,3.9967710971832275,4.9773030707610146e-05,2025-09-09T12:31:56.628766
41,0.005470313542361574,1.8494,4.013861656188965,4.976635514018692e-05,2025-09-09T12:32:01.107070
42,0.005603735823882588,1.8645,3.618368625640869,4.975967957276369e-05,2025-09-09T12:32:06.546959
43,0.0057371581054036025,1.7863,5.969852924346924,4.975300400534046e-05,2025-09-09T12:32:09.139637
44,0.005870580386924617,1.9139,4.171509742736816,4.9746328437917225e-05,2025-09-09T12:32:12.419080
45,0.00600400266844563,2.2157,6.0289483070373535,4.9739652870493994e-05,2025-09-09T12:32:14.874568
46,0.006137424949966644,2.0991,4.36400032043457,4.9732977303070764e-05,2025-09-09T12:32:18.132590
47,0.0062708472314876584,1.2408,4.302578926086426,4.972630173564753e-05,2025-09-09T12:32:20.990531
48,0.006404269513008673,1.6959,4.020083427429199,4.97196261682243e-05,2025-09-09T12:32:27.074674
49,0.006537691794529687,1.9384,4.192555904388428,4.971295060080107e-05,2025-09-09T12:32:31.000321
50,0.0066711140760507,1.8917,6.37869119644165,4.970627503337784e-05,2025-09-09T12:32:33.278445
51,0.006804536357571714,1.75,5.3564324378967285,4.969959946595461e-05,2025-09-09T12:32:36.040389
52,0.0069379586390927285,1.6617,7.55458927154541,4.969292389853138e-05,2025-09-09T12:32:37.848283
53,0.007071380920613743,2.0537,5.294813632965088,4.968624833110815e-05,2025-09-09T12:32:40.400362
54,0.007204803202134757,1.6764,4.283322334289551,4.967957276368492e-05,2025-09-09T12:32:44.387101
55,0.00733822548365577,2.4599,5.988479137420654,4.967289719626169e-05,2025-09-09T12:32:46.908870
56,0.0074716477651767844,1.014,3.1986594200134277,4.966622162883845e-05,2025-09-09T12:32:51.193586
57,0.007605070046697799,1.9591,3.748324394226074,4.965954606141522e-05,2025-09-09T12:32:55.075447
58,0.007738492328218813,2.2046,6.150313854217529,4.965287049399199e-05,2025-09-09T12:32:57.173617
59,0.007871914609739827,1.9871,5.001020908355713,4.964619492656876e-05,2025-09-09T12:33:01.086066
60,0.008005336891260841,1.6646,5.5311360359191895,4.963951935914553e-05,2025-09-09T12:33:03.400376
61,0.008138759172781855,2.0722,4.8467206954956055,4.96328437917223e-05,2025-09-09T12:33:06.296798
62,0.008272181454302868,1.8398,4.220448970794678,4.962616822429907e-05,2025-09-09T12:33:09.520124
63,0.008405603735823882,2.0484,4.483259201049805,4.961949265687584e-05,2025-09-09T12:33:12.602107
64,0.008539026017344896,1.9434,5.046490669250488,4.961281708945261e-05,2025-09-09T12:33:15.967381
65,0.00867244829886591,1.9646,4.240047454833984,4.960614152202938e-05,2025-09-09T12:33:19.937773
66,0.008805870580386925,1.9078,4.8726911544799805,4.959946595460615e-05,2025-09-09T12:33:24.270819
67,0.008939292861907939,2.2722,5.038724899291992,4.959279038718291e-05,2025-09-09T12:33:28.164225
68,0.009072715143428953,1.8666,5.345364570617676,4.958611481975968e-05,2025-09-09T12:33:31.297426
69,0.009206137424949967,2.1899,5.581155300140381,4.957943925233645e-05,2025-09-09T12:33:34.467524
70,0.009339559706470981,2.1577,5.078321933746338,4.957276368491322e-05,2025-09-09T12:33:37.532470
71,0.009472981987991994,2.1732,4.816067218780518,4.956608811748999e-05,2025-09-09T12:33:41.083550
72,0.009606404269513008,1.0245,3.6695661544799805,4.955941255006676e-05,2025-09-09T12:33:45.965588
73,0.009739826551034022,2.0307,5.599832534790039,4.955273698264353e-05,2025-09-09T12:33:49.053076
74,0.009873248832555036,1.9378,4.476044178009033,4.95460614152203e-05,2025-09-09T12:33:53.436046
75,0.01000667111407605,1.8275,6.305556774139404,4.953938584779707e-05,2025-09-09T12:33:55.700937
76,0.010140093395597065,1.7732,4.536659240722656,4.9532710280373836e-05,2025-09-09T12:33:59.422437
77,0.010273515677118079,1.8267,6.545815467834473,4.9526034712950606e-05,2025-09-09T12:34:01.771551
78,0.010406937958639093,2.1251,4.723657608032227,4.951935914552737e-05,2025-09-09T12:34:04.874105
79,0.010540360240160107,1.7608,3.9414284229278564,4.951268357810414e-05,2025-09-09T12:34:09.659144
80,0.01067378252168112,1.9279,4.723283767700195,4.950600801068091e-05,2025-09-09T12:34:14.080375
81,0.010807204803202134,2.1411,6.816167831420898,4.949933244325768e-05,2025-09-09T12:34:16.387952
82,0.010940627084723148,2.3266,5.073310852050781,4.949265687583445e-05,2025-09-09T12:34:19.492988
83,0.011074049366244162,2.0959,4.435534477233887,4.9485981308411216e-05,2025-09-09T12:34:22.500987
84,0.011207471647765177,1.935,4.03778600692749,4.9479305740987986e-05,2025-09-09T12:34:27.383722
85,0.01134089392928619,2.0279,4.8594536781311035,4.9472630173564756e-05,2025-09-09T12:34:30.356844
86,0.011474316210807205,2.1465,6.953654766082764,4.9465954606141525e-05,2025-09-09T12:34:34.263190
87,0.01160773849232822,2.2218,4.8438215255737305,4.9459279038718295e-05,2025-09-09T12:34:37.878588
88,0.011741160773849233,2.1214,5.33428955078125,4.9452603471295064e-05,2025-09-09T12:34:40.960757
89,0.011874583055370248,1.7761,5.006898880004883,4.9445927903871834e-05,2025-09-09T12:34:43.483125
90,0.01200800533689126,2.0354,4.360579013824463,4.9439252336448596e-05,2025-09-09T12:34:48.318826
91,0.012141427618412274,2.2775,6.41148042678833,4.9432576769025366e-05,2025-09-09T12:34:50.723966
92,0.012274849899933288,1.9673,7.545969486236572,4.9425901201602136e-05,2025-09-09T12:34:53.465969
93,0.012408272181454303,1.8679,5.224644184112549,4.9419225634178905e-05,2025-09-09T12:34:56.808026
94,0.012541694462975317,2.2664,6.663057804107666,4.9412550066755675e-05,2025-09-09T12:34:59.331480
95,0.012675116744496331,2.3237,6.003216743469238,4.9405874499332444e-05,2025-09-09T12:35:01.964700
96,0.012808539026017345,1.9146,5.4855546951293945,4.9399198931909214e-05,2025-09-09T12:35:05.628474
97,0.01294196130753836,1.8613,5.962522506713867,4.939252336448598e-05,2025-09-09T12:35:08.880426
98,0.013075383589059374,1.9563,5.148664951324463,4.938584779706275e-05,2025-09-09T12:35:11.963351
99,0.013208805870580386,2.1734,6.775490760803223,4.937917222963952e-05,2025-09-09T12:35:14.398610
100,0.0133422281521014,1.6045,6.095273017883301,4.937249666221629e-05,2025-09-09T12:35:16.855310
101,0.013475650433622414,1.814,5.291593551635742,4.9365821094793055e-05,2025-09-09T12:35:19.362573
102,0.013609072715143429,1.9582,5.120195388793945,4.9359145527369824e-05,2025-09-09T12:35:22.397073
103,0.013742494996664443,2.0348,4.649940490722656,4.9352469959946594e-05,2025-09-09T12:35:27.477671
104,0.013875917278185457,1.9117,5.380824089050293,4.934579439252336e-05,2025-09-09T12:35:30.458590
105,0.014009339559706471,2.4626,9.737532615661621,4.933911882510013e-05,2025-09-09T12:35:33.031798
106,0.014142761841227485,1.8937,4.108259201049805,4.93324432576769e-05,2025-09-09T12:35:37.737355
107,0.0142761841227485,2.222,4.884286880493164,4.932576769025367e-05,2025-09-09T12:35:40.830321
108,0.014409606404269514,2.0139,4.268118858337402,4.931909212283044e-05,2025-09-09T12:35:45.687087
109,0.014543028685790526,1.9546,10.862804412841797,4.931241655540721e-05,2025-09-09T12:35:47.223828
110,0.01467645096731154,1.9577,4.746527194976807,4.930574098798398e-05,2025-09-09T12:35:50.870793
111,0.014809873248832555,1.8383,4.1097025871276855,4.929906542056075e-05,2025-09-09T12:35:54.882664
112,0.014943295530353569,2.4634,5.694450855255127,4.929238985313752e-05,2025-09-09T12:35:58.184749
113,0.015076717811874583,2.2418,5.940412998199463,4.928571428571429e-05,2025-09-09T12:36:00.627463
114,0.015210140093395597,2.0955,4.161861419677734,4.927903871829106e-05,2025-09-09T12:36:04.877993
115,0.015343562374916611,1.8345,4.397955894470215,4.927236315086783e-05,2025-09-09T12:36:07.893283
116,0.015476984656437626,1.8128,5.069230556488037,4.92656875834446e-05,2025-09-09T12:36:11.667844
117,0.01561040693795864,2.4791,4.628251075744629,4.925901201602137e-05,2025-09-09T12:36:15.139027
118,0.015743829219479654,2.0303,6.414692401885986,4.925233644859814e-05,2025-09-09T12:36:17.280817
119,0.015877251501000667,2.2392,6.885746002197266,4.9245660881174906e-05,2025-09-09T12:36:19.022114
120,0.016010673782521682,2.396,5.798086166381836,4.9238985313751676e-05,2025-09-09T12:36:22.222981
121,0.016144096064042695,2.2595,5.948275566101074,4.9232309746328445e-05,2025-09-09T12:36:24.481878
122,0.01627751834556371,2.2745,5.617464542388916,4.922563417890521e-05,2025-09-09T12:36:27.116314
123,0.016410940627084723,1.703,4.30626106262207,4.921895861148198e-05,2025-09-09T12:36:29.912273
124,0.016544362908605736,2.3401,5.671334266662598,4.921228304405875e-05,2025-09-09T12:36:33.611863
125,0.01667778519012675,2.1992,5.600069522857666,4.920560747663552e-05,2025-09-09T12:36:37.858836
126,0.016811207471647764,2.3512,5.059056758880615,4.9198931909212286e-05,2025-09-09T12:36:41.657168
127,0.01694462975316878,1.862,4.023311614990234,4.9192256341789056e-05,2025-09-09T12:36:45.869447
128,0.017078052034689793,1.9788,4.843339443206787,4.9185580774365825e-05,2025-09-09T12:36:49.428923
129,0.01721147431621081,2.1033,6.096402168273926,4.9178905206942595e-05,2025-09-09T12:36:52.517948
130,0.01734489659773182,2.1523,5.248394012451172,4.9172229639519365e-05,2025-09-09T12:36:55.751684
131,0.017478318879252837,2.1421,5.784409523010254,4.9165554072096134e-05,2025-09-09T12:36:59.368534
132,0.01761174116077385,1.9452,5.0053558349609375,4.9158878504672904e-05,2025-09-09T12:37:02.286522
133,0.017745163442294862,2.1282,5.4093194007873535,4.9152202937249666e-05,2025-09-09T12:37:04.787674
134,0.017878585723815878,1.893,4.560548782348633,4.9145527369826436e-05,2025-09-09T12:37:09.023243
135,0.01801200800533689,2.1752,5.879123687744141,4.9138851802403206e-05,2025-09-09T12:37:11.662998
136,0.018145430286857906,2.3669,5.115994453430176,4.9132176234979975e-05,2025-09-09T12:37:14.519911
137,0.01827885256837892,1.9676,6.4709296226501465,4.9125500667556745e-05,2025-09-09T12:37:16.759545
138,0.018412274849899934,1.9609,4.315473556518555,4.9118825100133514e-05,2025-09-09T12:37:19.742098
139,0.018545697131420947,2.3905,5.834043025970459,4.9112149532710284e-05,2025-09-09T12:37:22.503656
140,0.018679119412941963,2.1113,5.048428058624268,4.910547396528705e-05,2025-09-09T12:37:25.068128
141,0.018812541694462975,1.4914,4.044179439544678,4.909879839786382e-05,2025-09-09T12:37:28.199498
142,0.018945963975983988,1.7522,3.8035340309143066,4.909212283044059e-05,2025-09-09T12:37:34.334258
143,0.019079386257505004,2.3172,5.626425743103027,4.908544726301736e-05,2025-09-09T12:37:38.408057
144,0.019212808539026016,2.2383,5.012219429016113,4.9078771695594125e-05,2025-09-09T12:37:41.635850
145,0.019346230820547032,2.3064,4.800971984863281,4.9072096128170894e-05,2025-09-09T12:37:44.841290
146,0.019479653102068045,2.108,4.537807941436768,4.9065420560747664e-05,2025-09-09T12:37:48.207733
147,0.01961307538358906,2.0461,5.06599235534668,4.905874499332443e-05,2025-09-09T12:37:52.089479
148,0.019746497665110073,1.7386,5.443473815917969,4.90520694259012e-05,2025-09-09T12:37:55.518081
149,0.01987991994663109,2.2323,7.462582111358643,4.904539385847797e-05,2025-09-09T12:37:58.224315
150,0.0200133422281521,2.0271,5.187516689300537,4.903871829105474e-05,2025-09-09T12:38:01.502520
151,0.020146764509673114,2.3256,4.801941394805908,4.903204272363151e-05,2025-09-09T12:38:06.020705
152,0.02028018679119413,2.0765,5.115024089813232,4.902536715620828e-05,2025-09-09T12:38:10.536809
153,0.020413609072715142,2.0385,5.53009557723999,4.901869158878505e-05,2025-09-09T12:38:14.109284
154,0.020547031354236158,1.7547,5.971941947937012,4.901201602136182e-05,2025-09-09T12:38:16.585954
155,0.02068045363575717,2.1966,11.492939949035645,4.900534045393859e-05,2025-09-09T12:38:19.286757
156,0.020813875917278186,1.7917,4.93883752822876,4.899866488651535e-05,2025-09-09T12:38:23.624055
157,0.0209472981987992,2.0345,5.524219989776611,4.899198931909212e-05,2025-09-09T12:38:26.544182
158,0.021080720480320215,1.6864,5.520505905151367,4.898531375166889e-05,2025-09-09T12:38:29.639992
159,0.021214142761841227,2.2466,4.79362154006958,4.897863818424566e-05,2025-09-09T12:38:33.044333
160,0.02134756504336224,1.9792,6.27877950668335,4.897196261682243e-05,2025-09-09T12:38:36.125589
161,0.021480987324883256,1.77,4.849809646606445,4.89652870493992e-05,2025-09-09T12:38:39.087923
162,0.021614409606404268,1.4601,3.6283974647521973,4.895861148197597e-05,2025-09-09T12:38:44.001960
163,0.021747831887925284,1.5783,5.22311544418335,4.895193591455274e-05,2025-09-09T12:38:48.078508
164,0.021881254169446297,2.0926,5.578868865966797,4.894526034712951e-05,2025-09-09T12:38:50.992012
165,0.022014676450967312,2.4774,9.276193618774414,4.893858477970628e-05,2025-09-09T12:38:53.081501
166,0.022148098732488325,1.9848,6.238802433013916,4.893190921228305e-05,2025-09-09T12:38:56.025393
167,0.02228152101400934,2.4637,6.514721393585205,4.892523364485981e-05,2025-09-09T12:38:59.746801
168,0.022414943295530353,1.7083,4.366514205932617,4.891855807743658e-05,2025-09-09T12:39:04.064758
169,0.02254836557705137,1.6207,4.09233283996582,4.891188251001335e-05,2025-09-09T12:39:09.679407
170,0.02268178785857238,1.9603,5.240100860595703,4.890520694259012e-05,2025-09-09T12:39:13.276471
171,0.022815210140093394,1.7875,4.680717945098877,4.889853137516689e-05,2025-09-09T12:39:17.561812
172,0.02294863242161441,1.8826,4.533869743347168,4.889185580774366e-05,2025-09-09T12:39:21.281044
173,0.023082054703135423,1.8822,6.144927501678467,4.888518024032043e-05,2025-09-09T12:39:23.784115
174,0.02321547698465644,2.1532,7.639217853546143,4.88785046728972e-05,2025-09-09T12:39:27.154308
175,0.02334889926617745,2.2752,5.324296951293945,4.887182910547397e-05,2025-09-09T12:39:30.507412
176,0.023482321547698467,1.8154,3.95292329788208,4.8865153538050736e-05,2025-09-09T12:39:34.761501
177,0.02361574382921948,1.9172,4.132966041564941,4.8858477970627506e-05,2025-09-09T12:39:38.914623
178,0.023749166110740495,1.9935,4.3452067375183105,4.885180240320427e-05,2025-09-09T12:39:42.357694
179,0.023882588392261508,2.0309,5.692227363586426,4.884512683578104e-05,2025-09-09T12:39:45.884793
180,0.02401601067378252,2.1082,9.628555297851562,4.8838451268357815e-05,2025-09-09T12:39:50.648495
181,0.024149432955303536,1.75,6.912932872772217,4.8831775700934584e-05,2025-09-09T12:39:52.690833
182,0.02428285523682455,2.406,8.260007858276367,4.8825100133511354e-05,2025-09-09T12:39:55.596172
183,0.024416277518345565,2.5741,6.125879287719727,4.881842456608812e-05,2025-09-09T12:39:58.313434
184,0.024549699799866577,2.3201,7.111051559448242,4.881174899866489e-05,2025-09-09T12:40:00.530037
185,0.024683122081387593,1.9381,4.502529144287109,4.880507343124166e-05,2025-09-09T12:40:03.562788
186,0.024816544362908605,1.9075,5.008995056152344,4.879839786381843e-05,2025-09-09T12:40:06.909242
187,0.02494996664442962,1.9302,6.987161636352539,4.87917222963952e-05,2025-09-09T12:40:09.502953
188,0.025083388925950634,2.3408,5.147809982299805,4.8785046728971964e-05,2025-09-09T12:40:11.886907
189,0.025216811207471646,2.3507,6.516721725463867,4.8778371161548734e-05,2025-09-09T12:40:14.504810
190,0.025350233488992662,1.8935,5.548287391662598,4.87716955941255e-05,2025-09-09T12:40:18.162535
191,0.025483655770513675,2.1595,10.780035972595215,4.876502002670227e-05,2025-09-09T12:40:20.097944
192,0.02561707805203469,1.5291,5.132517337799072,4.875834445927904e-05,2025-09-09T12:40:22.267259
193,0.025750500333555703,2.3429,5.765719413757324,4.875166889185581e-05,2025-09-09T12:40:24.466574
194,0.02588392261507672,1.974,5.125514507293701,4.874499332443258e-05,2025-09-09T12:40:27.402678
195,0.02601734489659773,1.9818,5.955053806304932,4.873831775700935e-05,2025-09-09T12:40:29.617562
196,0.026150767178118747,1.789,4.711763381958008,4.873164218958612e-05,2025-09-09T12:40:33.247638
197,0.02628418945963976,2.1701,6.265615463256836,4.872496662216289e-05,2025-09-09T12:40:35.624014
198,0.026417611741160772,2.1761,4.568255424499512,4.871829105473966e-05,2025-09-09T12:40:39.033922
199,0.026551034022681788,2.2441,5.182987689971924,4.871161548731642e-05,2025-09-09T12:40:42.060530
200,0.0266844563042028,2.2515,4.26436710357666,4.870493991989319e-05,2025-09-09T12:40:45.236795
201,0.026817878585723817,1.8316,3.974574327468872,4.869826435246996e-05,2025-09-09T12:40:50.330009
202,0.02695130086724483,2.0606,4.520033836364746,4.869158878504673e-05,2025-09-09T12:40:53.375603
203,0.027084723148765845,1.9721,5.307063102722168,4.86849132176235e-05,2025-09-09T12:40:57.372267
204,0.027218145430286857,1.8949,4.753342151641846,4.867823765020027e-05,2025-09-09T12:41:00.415312
205,0.027351567711807873,2.5442,7.285733699798584,4.867156208277704e-05,2025-09-09T12:41:02.424309
206,0.027484989993328886,1.7943,4.3244948387146,4.866488651535381e-05,2025-09-09T12:41:06.214422
207,0.027618412274849898,1.9201,5.533271312713623,4.865821094793058e-05,2025-09-09T12:41:09.937395
208,0.027751834556370914,1.7802,4.869116306304932,4.865153538050735e-05,2025-09-09T12:41:12.919297
209,0.027885256837891927,1.3563,4.809202194213867,4.864485981308412e-05,2025-09-09T12:41:15.958365
210,0.028018679119412943,2.2317,6.991524696350098,4.863818424566088e-05,2025-09-09T12:41:18.290131
211,0.028152101400933955,2.0891,5.656162738800049,4.863150867823765e-05,2025-09-09T12:41:21.875981
212,0.02828552368245497,2.0754,4.249741077423096,4.862483311081442e-05,2025-09-09T12:41:26.621199
213,0.028418945963975983,2.0783,7.856109619140625,4.861815754339119e-05,2025-09-09T12:41:28.326765
214,0.028552368245497,2.3233,5.522698402404785,4.861148197596796e-05,2025-09-09T12:41:31.616537
215,0.028685790527018012,1.8862,7.198729991912842,4.860480640854473e-05,2025-09-09T12:41:34.295259
216,0.028819212808539028,1.9401,4.675399303436279,4.85981308411215e-05,2025-09-09T12:41:37.715510
217,0.02895263509006004,2.6413,6.047461032867432,4.859145527369827e-05,2025-09-09T12:41:40.727059
218,0.029086057371581053,1.8445,4.264604568481445,4.858477970627504e-05,2025-09-09T12:41:44.574809
219,0.02921947965310207,1.9053,4.18396520614624,4.8578104138851806e-05,2025-09-09T12:41:48.885766
220,0.02935290193462308,2.0628,4.245986461639404,4.8571428571428576e-05,2025-09-09T12:41:52.499424
221,0.029486324216144097,2.1243,5.154305934906006,4.8564753004005345e-05,2025-09-09T12:41:55.588743
222,0.02961974649766511,2.0076,7.642910957336426,4.855807743658211e-05,2025-09-09T12:41:58.374856
223,0.029753168779186125,1.5659,4.750080108642578,4.855140186915888e-05,2025-09-09T12:42:00.533491
224,0.029886591060707138,2.2394,5.196892738342285,4.854472630173565e-05,2025-09-09T12:42:02.734183
225,0.030020013342228154,1.7828,4.6843581199646,4.853805073431242e-05,2025-09-09T12:42:06.667445
226,0.030153435623749166,1.8366,4.387759685516357,4.8531375166889186e-05,2025-09-09T12:42:09.505865
227,0.03028685790527018,2.0309,4.912445068359375,4.8524699599465956e-05,2025-09-09T12:42:12.979979
228,0.030420280186791195,1.4878,4.611185550689697,4.8518024032042725e-05,2025-09-09T12:42:16.977983
229,0.030553702468312207,1.6164,4.921576023101807,4.8511348464619495e-05,2025-09-09T12:42:19.716680
230,0.030687124749833223,2.0691,6.181050777435303,4.8504672897196265e-05,2025-09-09T12:42:22.584290
231,0.030820547031354235,1.8889,5.44160795211792,4.8497997329773034e-05,2025-09-09T12:42:25.241733
232,0.03095396931287525,1.6056,5.289748668670654,4.8491321762349804e-05,2025-09-09T12:42:28.023990
233,0.031087391594396264,1.9773,3.897681713104248,4.8484646194926566e-05,2025-09-09T12:42:32.276762
234,0.03122081387591728,1.6198,4.53084135055542,4.8477970627503336e-05,2025-09-09T12:42:35.149004
235,0.03135423615743829,2.0322,4.697441101074219,4.8471295060080105e-05,2025-09-09T12:42:38.610813
236,0.03148765843895931,1.1577,3.3186333179473877,4.8464619492656875e-05,2025-09-09T12:42:42.862800
237,0.03162108072048032,2.3941,7.459444522857666,4.8457943925233645e-05,2025-09-09T12:42:44.768160
238,0.03175450300200133,1.8637,4.941857814788818,4.8451268357810414e-05,2025-09-09T12:42:47.684590
239,0.03188792528352235,1.9723,5.273595809936523,4.8444592790387184e-05,2025-09-09T12:42:50.785835
240,0.032021347565043365,2.0934,4.203941822052002,4.843791722296395e-05,2025-09-09T12:42:55.400377
241,0.032154769846564374,2.2063,4.968905448913574,4.843124165554072e-05,2025-09-09T12:42:59.483823
242,0.03228819212808539,2.5821,6.847324848175049,4.842456608811749e-05,2025-09-09T12:43:01.605900
243,0.032421614409606406,1.4723,4.525322914123535,4.841789052069426e-05,2025-09-09T12:43:04.643598
244,0.03255503669112742,1.9654,4.6553521156311035,4.841121495327103e-05,2025-09-09T12:43:07.405310
245,0.03268845897264843,2.0262,6.088752269744873,4.8404539385847794e-05,2025-09-09T12:43:09.462284
246,0.03282188125416945,2.0778,4.537923812866211,4.8397863818424564e-05,2025-09-09T12:43:13.931887
247,0.03295530353569046,2.0718,6.308701515197754,4.839118825100133e-05,2025-09-09T12:43:16.364324
248,0.03308872581721147,3.2525,10.30654239654541,4.83845126835781e-05,2025-09-09T12:43:18.734298
249,0.03322214809873249,1.6509,3.997271776199341,4.837783711615488e-05,2025-09-09T12:43:22.571641
250,0.0333555703802535,2.3866,4.72236967086792,4.837116154873165e-05,2025-09-09T12:43:25.508285
251,0.03348899266177452,2.4305,9.294702529907227,4.836448598130842e-05,2025-09-09T12:43:27.040963
252,0.03362241494329553,1.9985,4.577274799346924,4.835781041388519e-05,2025-09-09T12:43:30.845716
253,0.033755837224816544,1.8162,3.879971742630005,4.835113484646196e-05,2025-09-09T12:43:34.862028
254,0.03388925950633756,2.3499,5.431805610656738,4.834445927903872e-05,2025-09-09T12:43:37.506558
255,0.03402268178785857,2.0154,4.866400241851807,4.833778371161549e-05,2025-09-09T12:43:40.193761
256,0.034156104069379585,1.9091,6.891096591949463,4.833110814419226e-05,2025-09-09T12:43:42.220879
257,0.0342895263509006,2.2014,5.581124305725098,4.832443257676903e-05,2025-09-09T12:43:44.851610
258,0.03442294863242162,1.9347,4.560181140899658,4.83177570093458e-05,2025-09-09T12:43:47.452626
259,0.034556370913942626,2.3988,4.686919212341309,4.831108144192257e-05,2025-09-09T12:43:50.267675
260,0.03468979319546364,1.8894,3.905515670776367,4.830440587449934e-05,2025-09-09T12:43:55.457179
261,0.03482321547698466,1.8538,4.644937515258789,4.829773030707611e-05,2025-09-09T12:43:58.042374
262,0.034956637758505674,1.4384,5.281251430511475,4.8291054739652876e-05,2025-09-09T12:44:00.567804
263,0.03509006004002668,2.0183,5.372574806213379,4.8284379172229646e-05,2025-09-09T12:44:03.430207
264,0.0352234823215477,2.017,6.600216865539551,4.8277703604806415e-05,2025-09-09T12:44:05.761363
265,0.035356904603068715,2.1428,5.609686374664307,4.827102803738318e-05,2025-09-09T12:44:08.365852
266,0.035490326884589724,2.3832,5.217727184295654,4.826435246995995e-05,2025-09-09T12:44:11.041390
267,0.03562374916611074,1.8789,5.101508140563965,4.825767690253672e-05,2025-09-09T12:44:15.609305
268,0.035757171447631755,2.3218,4.039241790771484,4.825100133511349e-05,2025-09-09T12:44:19.954649
269,0.03589059372915277,2.0694,4.7577900886535645,4.8244325767690256e-05,2025-09-09T12:44:23.609400
270,0.03602401601067378,2.0264,4.808887481689453,4.8237650200267026e-05,2025-09-09T12:44:28.111185
271,0.036157438292194796,1.657,4.3385329246521,4.8230974632843795e-05,2025-09-09T12:44:33.664373
272,0.03629086057371581,1.7844,5.211121082305908,4.8224299065420565e-05,2025-09-09T12:44:36.119686
